icao,name,lat,lon,runways,ils
KACK,"Nantucket Mem",41.2529538333333,-70.0592003333333,3,2
KACT,"Waco Rgnl",31.6117032625,-97.2310411675,2,1
KACV,"Arcata",40.978077,-124.1086385,2,1
KACY,"Atlantic City Intl",39.4575,-74.57771725,2,2
KADM,"Ardmore Muni",34.303193375,-97.01676075,4,1
KADS,"Addison",32.968558,-96.836454,1,2
KADW,"Andrews Afb",38.8108095,-76.86712225,2,4
KAEG,"Albuquerque Double Eagle Ii",35.152041856,-106.79383943,5,1
KAEX,"Alexandria Intl",31.3273535,-92.54824425,2,1
KAFP,"Anson Co",35.0206385,-80.077118,1,1
KAFW,"Fort Worth Alliance",32.9876195,-97.318858,2,2
KAGC,"Allegheny Co",40.3544058333333,-79.9308423333333,3,2
KAGS,"Augusta Rgnl At Bush Fld",33.36967625,-81.96389525,2,2
KAHN,"Athens Ben Epps",33.94849225,-83.32582075,2,1
KAID,"Anderson Muni Darlington Fld",40.10855875,-85.612641,2,1
KALB,"Albany Intl",42.74826875,-73.801689,2,2
KALN,"St Louis Rgnl",38.8902235,-90.04655425,2,1
KALO,"Waterloo Rgnl",42.5567078333333,-92.4003761666667,3,1
KALS,"San Luis Valley Rgnl Bergman Fld",37.43479375,-105.86550475,2,1
KALW,"Walla Walla Rgnl",46.09491442,-118.28914027,3,1
KAMA,"Rick Husband Amarillo Intl",35.2198505,-101.7021995,2,2
KANB,"Anniston Metropolitan",33.58817,-85.858114,1,1
KAND,"Anderson Rgnl",34.4946125,-82.70944325,2,1
KANE,"Anoka Co Blaine (janes Field)",45.144919755,-93.2111719575,2,1
KAOH,"Lima Allen Co",40.708585,-84.02647225,2,1
KAOO,"Altoona Blair Co",40.29648,-78.3199215,2,1
KAPA,"Centennial",39.5701161666667,-104.848131833333,3,1
KAPN,"Alpena Co Rgnl",45.07839225,-83.55986175,2,1
KARA,"Acadiana Rgnl",30.037754,-91.883893,1,1
KARR,"Aurora Muni",41.7720658333333,-88.4752281666667,3,1
KART,"Watertown Intl",43.99192125,-76.0217385,2,1
KASG,"Springdale Muni",36.1764,-94.1192475,1,1
KASH,"Boire Field Nashua",42.781757,-71.5147735,1,1
KAST,"Astoria Rgnl",46.156337526,-123.879477732,5,1
KASW,"Warsaw Muni",41.27522625,-85.8412465,2,1
KATL,"Hartsfield Jackson Atlanta Intl",33.636622707,-84.428206701,5,10
KATW,"Outagamie Co Rgnl",44.258019,-88.519023,2,2
KATY,"Watertown Rgnl",44.91397725,-97.154718,2,1
KAUG,"Augusta State",44.32027075,-69.7964535,2,1
KAUO,"Auburn Opelika Robert G Pitts",32.61545625,-85.43367,2,1
KAUS,"Austin Bergstrom Intl",30.1903577925,-97.6646384425,4,4
KAVL,"Asheville Rgnl",35.4365639975,-82.5409314225,2,2
KAVP,"Wilkes Barre Scranton Intl",41.3388945,-75.7231065,2,2
KAXN,"Chandler Fld",45.8662945,-95.39456025,2,1
KAYS,"Waycross Ware Co",31.2486838333333,-82.3948721666667,3,1
KAZO,"Kalamazoo Battle Creek Intl",42.235236,-85.552226,3,1
KBAB,"Beale Afb",39.13613731,-121.4366286,1,2
KBAD,"Barksdale Afb",32.501946,-93.662635,1,2
KBAF,"Barnes Muni",42.15783025,-72.7155134975,2,1
KBAK,"Columbus Muni",39.26198,-85.8962625,2,1
KBDL,"Bradley Intl",41.9385148333333,-72.6827801666667,3,3
KBDR,"Igor I Sikorsky Mem",41.1643471666667,-73.1261991666667,3,1
KBED,"Laurence G Hanscom Field",42.46982575,-71.28931825,2,2
KBEH,"Southwest Michigan Rgnl",42.128819,-86.4288013333333,3,1
KBFD,"Bradford Rgnl",41.80288275,-78.6398626925,2,1
KBFF,"Western Neb Rgnl William B Heilig Fld",41.874016125,-103.5956508625,2,1
KBFI,"Boeing Field King Co Intl",47.530063005,-122.300490356667,6,2
KBFL,"Meadows Fld",35.433486265,-119.0575085725,2,1
KBFM,"Mobile Downtown",30.6272075,-88.06788575,2,1
KBGM,"Greater Binghamton Edwin A Link Fld",42.20821025,-75.979815,2,2
KBGR,"Bangor Intl",44.8074375,-68.8281265,1,2
KBHB,"Hancock Co Bar Harbor",44.44952991,-68.3610369025,2,1
KBHM,"Birmingham International",33.563805,-86.7512635,2,2
KBIL,"Billings Logan Intl",45.8077061666667,-108.5464105,3,2
KBIS,"Bismarck Muni",46.77234875,-100.7450375,2,2
KBIX,"Keesler Afb",30.410425,-88.924432,1,1
KBJC,"Rocky Mountain Metropolitan Airport",39.9090178333333,-105.116967666667,3,1
KBJI,"Bemidji Rgnl",47.50939575,-94.933733,2,1
KBKF,"Buckley Afb",39.7017585,-104.751961,1,1
KBKL,"Burke Lakefront",41.51742225,-81.68335825,2,1
KBKV,"Hernando Co",28.4731325,-82.45457025,2,1
KBKW,"Raleigh Co Mem",37.78643075,-81.12414875,2,1
KBKX,"Brookings Rgnl",44.3047385,-96.8176235,2,1
KBLF,"Mercer Co",37.295794,-81.2076905,1,1
KBLI,"Bellingham Intl",48.79261464,-122.53753497,1,1
KBLV,"Scott Afb Midamerica",38.54504675,-89.83689725,2,4
KBMG,"Monroe Co",39.144829,-86.6167825,2,1
KBMI,"Central Illinois Rgnl",40.4785781666667,-88.9204291666667,3,2
KBNA,"Nashville_intl",36.1238979375,-86.677880875,4,6
KBOI,"Boise Air Terminal (gowen Field)",43.5562415,-116.214952666667,3,1
KBOS,"Boston Logan Intl",42.36305577,-71.0069619941667,6,5
KBPK,"Ozark Rgnl",36.368942,-92.4705265,1,1
KBPT,"Southeast Texas Rgnl",29.95088118,-94.0210364025,2,1
KBQK,"Brunswick Golden Isles",31.258808,-81.4664945,1,1
KBRD,"Brainerd Lakes Rgnl",46.397268,-94.1371485,3,1
KBRL,"Southeast Iowa Rgnl",40.7836855,-91.125716,2,1
KBRO,"Brownsville South Padre Island Intl",25.907452,-97.4259263333333,3,1
KBTL,"W K Kellogg",42.3080416666667,-85.2499931666667,3,1
KBTM,"Bert Mooney",45.95345,-112.496705666667,3,1
KBTP,"Butler Co K W Scholter Fld",40.7765915,-79.951089,1,1
KBTR,"Baton Rouge Metro Ryan Fld",30.5330521666667,-91.149041,3,2
KBTV,"Burlington Intl",44.47097,-73.1529305,2,2
KBUF,"Buffalo Niagara Intl",42.94048675,-78.73060625,2,3
KBUR,"Bob Hope",34.2004752,-118.358767435,2,1
KBUY,"Burlington Alamance Rgnl",36.048543,-79.474889,1,1
KBWG,"Bowling Green Warren Co Rgnl",36.963899,-86.41973825,2,1
KBWI,"Baltimore Washington Intl",39.178107304,-76.665578056,5,6
KBYH,"Arkansas Intl",35.96433075,-89.94396435,1,1
KBZN,"Gallatin Fld",45.7762045,-111.150542833333,3,1
KCAE,"Columbia Metropolitan",33.93875,-81.1193675,2,3
KCAK,"Akron Canton Rgnl",40.9176031233333,-81.4451724,3,3
KCBM,"Columbus Afb",33.6454648333333,-88.4470746666667,3,2
KCDC,"Cedar City Rgnl",37.70118275,-113.09862575,2,1
KCEC,"Crescent City - Jack Mc Namara Fld",41.7801575,-124.236534,2,1
KCEF,"Westover Arb Metropolitan",42.19503675,-72.5343885,2,2
KCEW,"Bob Sikes",30.7788305,-86.5221135,1,1
KCGF,"Cuyahoga Co",41.5651235,-81.48635551,1,1
KCGI,"Cape Girardeau Rgnl",37.22543275,-89.5706745,2,1
KCGZ,"Casa Grande Muni",32.954899,-111.7668195,1,1
KCHA,"Lovell Field",35.0356536325,-85.20349101,2,2
KCHO,"Charlottesville Albemarle",38.138630405,-78.452848355,1,1
KCHS,"Charleston Afb Intl",32.89807975,-80.04055625,2,2
KCIC,"Chico Muni",39.795263,-121.8588715,2,1
KCID,"The Eastern Iowa",41.88473275,-91.71029925,2,2
KCIU,"Chippewa Co Intl",46.2514055,-84.47271725,2,1
KCKB,"Harrison Marion Rgnl",39.296887375,-80.22914375,2,1
KCLE,"Cleveland Hopkins Intl",41.4110855,-81.85223300125,4,5
KCLL,"Easterwood Field",30.5887528333333,-96.3641973333333,3,1
KCLM,"William R Fairchild Intl",48.12082925,-123.5000702675,2,1
KCLT,"Charlotte Douglas Intl",35.2129314325,-80.94339067,6,8
KCMH,"Port Columbus Intl",39.99847375,-82.89215825,2,4
KCMI,"Univ Of Illinois Willard",40.038632625,-88.277996625,4,1
KCMX,"Houghton Co Mem",47.16828275,-88.48907075,2,1
KCNM,"Cavern City Air Terminal",32.3386035,-104.2628225,4,1
KCNO,"Chino",33.975785315,-117.63506962,4,1
KCNW,"Tstc Waco",31.637457,-97.07430625,2,1
KCOE,"Coeur D Alene Air Terminal",47.7740945,-116.8190015,2,1
KCOF,"Patrick Afb",28.23632975,-80.6098105,2,2
KCON,"Concord Muni",43.203623,-71.5020125,2,1
KCOS,"Colorado Springs Municipal",38.807209,-104.702264166667,3,2
KCOU,"Columbia Rgnl",38.81903975,-92.219575,2,1
KCPK,"Chesapeake Rgnl",36.665618,-76.3206635,1,1
KCPR,"Natrona Co Intl",42.907964685,-106.46413111125,4,2
KCPS,"St Louis Downtown",38.5716171666667,-90.1574143333333,3,1
KCRE,"Grand Strand",33.8117485,-78.7239415,1,1
KCRG,"Craig Muni",30.336334,-81.51445675,2,1
KCRP,"Corpus Christi Intl",27.77044175,-97.5007375,2,2
KCRQ,"Mc Clellan Palomar",33.128157835,-117.2760673525,2,1
KCRW,"Charleston Yeager",38.37277025,-81.59311525,2,2
KCRX,"Roscoe Turner",34.914968,-88.603485,1,1
KCSG,"Columbus Metropolitan",32.51613475,-84.93988825,2,1
KCSM,"Clinton Sherman",35.338819,-99.19971875,2,1
KCSV,"Crossville Mem Whitson Fld",35.95129,-85.0849765,1,1
KCTJ,"West Georgia Rgnl O V Gray Fld",33.631893,-85.152332,1,1
KCVG,"Cincinnati Northern Kentucky Intl",39.049496125,-84.668291375,4,8
KCVN,"Clovis Muni",34.4242158333333,-103.079523333333,3,1
KCVO,"Corvallis Muni",44.497676715,-123.288546115,2,1
KCVS,"Cannon Afb",34.3823715,-103.322363,2,3
KCWA,"Central Wisconsin",44.777218,-89.6672745,2,2
KCWF,"Chennault Intl",30.210594,-93.143195,1,1
KCWI,"Clinton Muni",41.83080475,-90.32930175,2,1
KCXO,"Lone Star Executive",30.3523240675,-95.4147606925,2,1
KCXY,"Capital City",40.217052,-76.8516575,2,1
KCYS,"Cheyenne Rgnl Jerry Olson Fld",41.1579202367857,-104.812446098214,14,1
KDAA,"Davison Aaf",38.715111,-77.1811445,1,1
KDAB,"Daytona Beach Intl",29.1799176933333,-81.05594595,3,1
KDAL,"Dallas Love Fld",32.8475286666667,-96.851864,3,4
KDAN,"Danville Rgnl",36.573281635,-79.33540173,2,1
KDAY,"James M Cox Dayton Intl",39.9019128333333,-84.2179453333333,3,4
KDBQ,"Dubuque Rgnl",42.401977,-90.70951275,2,2
KDCA,"Washington National",38.8520536666667,-77.0376953333333,3,3
KDDC,"Dodge City Rgnl",37.76274925,-99.96510175,2,1
KDEC,"Decatur",39.834667,-88.866661,3,1
KDEN,"Denver Intl",39.8609796666667,-104.671892333333,6,12
KDET,"Coleman A. Young Muni",42.4088607875,-83.009840395,2,2
KDFW,"Dallas Fort Worth Intl",32.8971108914286,-97.0365474157143,7,12
KDHN,"Dothan Rgnl",31.3210055,-85.44878675,2,1
KDIK,"Dickinson Theodore Roosevelt Rgnl",46.79734725,-102.80194725,2,1
KDKB,"De Kalb Taylor Muni",41.93273525,-88.70682925,2,1
KDLF,"Laughlin Afb",29.3595213333333,-100.778257666667,3,2
KDLH,"Duluth Intl",46.84216275,-92.1911575,2,2
KDMA,"Davis-monthan Afb",32.16642406,-110.883169255,1,1
KDNN,"Dalton Muni",34.722936,-84.870242,1,1
KDNV,"Vermilion Co",40.1997325,-87.5952711666667,3,1
KDOV,"Dover Afb",39.129644,-75.465664,2,2
KDPA,"Du Page",41.9080845,-88.247508625,4,1
KDQH,"Douglas Muni",31.4766985,-82.860529,1,1
KDRO,"Durango La Plata Co",37.151517,-107.753768,1,1
KDSM,"Des Moines Intl",41.53397225,-93.663071,2,3
KDTO,"Denton Muni",33.2007225,-97.197976,1,1
KDTW,"Detroit Metro Wayne Co",42.2122008333333,-83.3525893383333,6,8
KDUJ,"Du Bois Jefferson Co",41.1782655,-78.8986975,1,1
KDVL,"Devils Lake Muni",48.114286,-98.908874,2,1
KDVN,"Davenport Muni",41.61054425,-90.588329,2,1
KDXZ,"St George Muni",37.036616825,-113.510660005,1,1
KDYS,"Dyess Afb",32.4193591666667,-99.855863,3,2
KEAR,"Kearney Muni",40.72712025,-99.00623191,2,1
KEAT,"Wenatchee - Pangorn Memorial",47.39922067875,-120.20665328,4,1
KEAU,"Chippewa Valley Rgnl",44.8653875,-91.48505675,2,1
KECP,"Northwest Florida International",30.3500988975,-85.79420426,2,1
KEDW,"Edwards Afb Rogers Dry Lake",34.9150213571429,-117.856482107143,14,4
KEEN,"Dillant Hopkins",42.89911025,-72.27093675,2,1
KEFD,"Ellington Fld",29.608067,-95.1581456666667,3,3
KEGI,"Duke Fld",30.64747125,-86.5213305,2,1
KEKY,"Bessemer",33.312885,-86.925918,1,1
KELD,"South Arkansas Rgnl At Goodwin Fld",33.2209751666667,-92.8139273333333,3,1
KELM,"Elmira Corning Rgnl",42.1602656666667,-76.890729,3,2
KELP,"El Paso Intl",31.8065345,-106.374581,3,1
KEND,"Vance Afb",36.3397993,-97.916545,5,2
KENW,"Kenosha Rgnl",42.5954188333333,-87.9269761666667,3,1
KEQY,"Monroe Rgnl",35.01880254,-80.620231305,1,1
KERI,"Erie Intl Tom Ridge Fld",42.08210275,-80.17687975,2,2
KESC,"Delta Co",45.722968,-87.09290625,2,1
KESF,"Esler Rgnl",31.394931,-92.29575,2,1
KESN,"Easton Newnam Fld",38.8042075,-76.06935075,2,1
KEUG,"Mahlon Sweet Fld",44.123538,-123.213261666667,3,2
KEVV,"Evansville Rgnl",38.0383038333333,-87.5314711666667,3,2
KEVW,"Evanston Uinta Co Burns Fld",41.274790815,-111.03462284,1,1
KEWB,"New Bedford Rgnl",41.6765445,-70.9578,2,1
KEWK,"Newton City",38.05800382,-97.2746502075,2,1
KEWN,"Craven Co Rgnl",35.0730965,-77.0428805,2,1
KEWR,"Newark Liberty Intl",40.693633,-74.1685646666667,3,4
KEXX,"Davidson Co",35.78138043,-80.30429502,1,1
KEZM,"Heart Of Georgia Rgnl",32.21639,-83.1286695,1,1
KFAR,"Hector Intl",46.9192963333333,-96.8157661666667,3,2
KFAT,"Fresno Yosemite Intl",36.7752404566667,-119.719074908333,3,1
KFAY,"Fayetteville Rgnl Grannis Fld",34.99055075,-78.88024975,2,1
KFCI,"Chesterfield Co",37.406435,-77.5248365,1,1
KFCM,"Flying Cloud",44.8270723333333,-93.4569156666667,3,1
KFDK,"Frederick Muni",39.41813625,-77.3742645,2,1
KFFM,"Fergus Falls Muni Einar Mickelson Fld",46.2845355,-96.1575895,2,1
KFFO,"Wright Patterson Afb",39.82585375,-84.0452465,2,2
KFHU,"Sierra Vista Muni Libby Aaf",31.5889791666667,-110.343000333333,3,1
KFKL,"Venango Rgnl",41.378064205,-79.86033426,2,1
KFLG,"Flagstaff Pulliam",35.1384545,-111.671215,1,1
KFLL,"Fort Lauderdale Hollywood Intl",26.0716385,-80.152694,3,2
KFLO,"Florence Rgnl",34.185322,-79.7239075,2,1
KFMH,"Otis Angb",41.6589915,-70.52318,2,2
KFMN,"Four Corners Rgnl",36.7427695,-108.229771666667,3,1
KFMY,"Page Fld",26.58672125,-81.86315675,2,1
KFNL,"Fort Collins Loveland Muni",40.4525763175,-105.0099806575,2,1
KFNT,"Bishop Intl",42.9655046666667,-83.7429958333333,3,2
KFOD,"Fort Dodge Rgnl",42.5511735,-94.1915005,2,1
KFOE,"Forbes Fld",38.950229,-95.6639857325,2,1
KFOK,"Francis S Gabreski",40.8432148333333,-72.6327896666667,3,1
KFPR,"St Lucie Co Intl",27.4946645,-80.368073,2,1
KFRG,"Republic",40.72882925,-73.41350625,2,1
KFSD,"Joe Foss Fld",43.5809716666667,-96.7417971666667,3,2
KFSM,"Fort Smith Rgnl",35.3369775,-94.367225,2,2
KFTG,"Front Range",39.78420075,-104.5376222725,2,3
KFTW,"Fort Worth Meacham Intl",32.8191011666667,-97.3618881666667,3,2
KFTY,"Fulton Co Arpt Brown Fld",33.7792673333333,-84.5211091666667,3,1
KFWA,"Fort Wayne Intl",40.978709,-85.1941456666667,3,2
KFWS,"Ft. Worth Spinks",32.56550268,-97.30808038,2,1
KFXE,"Fort Lauderdale Executive",26.19698125,-80.170441,2,1
KGBD,"Great Bend Muni",38.343307,-98.85983825,2,1
KGBG,"Galesburg Muni",40.93803125,-90.430998,2,1
KGCC,"Gillette Campbell Co",44.349201125,-105.5390684575,2,1
KGCK,"Garden City Rgnl",37.9272725,-100.724628,2,1
KGCN,"Grand Canyon National Park",35.95236908,-112.14691944,1,1
KGEG,"Spokane Intl",47.61971825,-117.53396475,2,2
KGFK,"Grand Forks Int'l",47.946388125,-97.1716267275,4,1
KGFL,"Floyd Bennett Mem",43.3410435,-73.61047925,2,1
KGGG,"East Texas Rgnl",32.3843255,-94.71245975,2,1
KGJT,"Walker Fld",39.12492587,-108.53121705,7,1
KGKY,"Arlington Muni",32.6638705,-97.094281,1,1
KGLD,"Renner Fld",39.371406,-101.699380166667,3,1
KGLH,"Mid Delta Rgnl",33.48520475,-90.98465425,2,1
KGLS,"Scholes Intl At Galveston",29.2653205,-94.8604125,2,1
KGMU,"Greenville Downtown",34.84793125,-82.35027575,2,1
KGNF,"Grenada Muni",33.8319315,-89.79781875,2,1
KGNV,"Gainesville Rgnl",29.69071925,-82.272859,2,1
KGON,"Groton New London",41.32997775,-72.045405,2,1
KGPI,"Glacier Park Intl",48.3122815,-114.2545195,2,1
KGPT,"Gulfport Biloxi Intl",30.4075603333333,-89.0695245,3,2
KGRB,"Austin Straubel Intl",44.4867593333333,-88.1292300016667,3,2
KGRF,"Gray Aaf",47.079218,-122.580783,1,1
KGRI,"Central Nebraska Rgnl",40.9697320425,-98.3090951975,2,1
KGRK,"Robert Gray Aaf",31.067239,-97.828928,1,1
KGRR,"Gerald R Ford Intl",42.8821923333333,-85.5238588333333,3,3
KGSB,"Seymour Johnson Afb",35.3393805,-77.960589,1,2
KGSO,"Piedmont Triad Intl",36.10057082,-79.9418036083333,3,5
KGSP,"Greenville Spartanburg Intl",34.895671,-82.2188585,1,2
KGTB,"Wheeler Sack Aaf",44.0543185,-75.719689,3,2
KGTF,"Great Falls Intl",47.4827333333333,-111.371236166667,3,1
KGTR,"Golden Triangle Rgnl",33.450335,-88.5913705,1,1
KGUC,"Gunnison Crested Butte Rgnl",38.53224325,-106.93436325,2,1
KGUS,"Grissom Arb",40.6480835,-86.152111,1,2
KGVL,"Gainsville - Lee Gilmer Mem",34.27259975,-83.82989875,2,1
KGVQ,"Genesee Co",43.031757,-78.1696555,1,1
KGVT,"Majors",33.068713,-96.06349375,2,1
KGWB,"De Kalb Co",41.3071625,-85.06435,1,1
KGWO,"Greenwood Leflore",33.4955003333333,-90.083048,3,1
KGXY,"Greeley Weld Co",40.4333126666667,-104.6317235,3,1
KGYH,"Donaldson Center",34.7583195,-82.376415,1,1
KGYI,"Grayson Co",33.7146848333333,-96.6751696666667,3,1
KGYY,"Gary Chicago Intl",41.6164215,-87.4135725,2,1
KHDC,"Hammond Northshore Rgnl",30.521676,-90.418779,2,1
KHDN,"Yampa Valley",40.481179,-107.2176625,1,1
KHEF,"Manassas Rgnl",38.723582334,-77.51704872,5,1
KHEZ,"Hardy Anders Fld Natchez Adams Co",31.6135925,-91.297134,2,1
KHGR,"Hagerstown Rgnl Richard A Henson Fld",39.7081047983333,-77.7273002516667,3,1
KHIB,"Chisholm Hibbing",47.3872635,-92.83978125,2,2
KHIF,"Hill Afb",41.123939,-111.973043,1,1
KHIO,"Portland Hillsboro",45.540082,-122.9496797675,2,1
KHKS,"Hawkins Fld",32.33437025,-90.222089,2,1
KHKY,"Hickory Rgnl",35.7422006583333,-81.3898333966667,3,1
KHLG,"Wheeling Ohio Co",40.175028,-80.64620625,2,1
KHLN,"Helena Rgnl",46.6073135,-111.983307,3,1
KHMN,"Holloman Afb",32.8521116666667,-106.109119166667,3,2
KHOB,"Lea Co Rgnl",32.687685875,-103.217001875,4,1
KHON,"Huron Rgnl",44.3849535,-98.22809375,2,1
KHOP,"Campbell Aaf",36.67349049,-87.498157425,3,1
KHOT,"Memorial Fld",34.47795825,-93.09585475,2,1
KHOU,"William P Hobby",29.64553219,-95.279111,4,3
KHPN,"Westchester Co",41.0667585,-73.70761725,2,2
KHQM,"Bowerman",46.971196,-123.9365635,1,1
KHQU,"Thomson Mcduffie Co",33.5297135,-82.516464,1,1
KHQZ,"Mesquite Metro",32.7469625,-96.530419,1,1
KHRL,"Valley Intl",26.2269271666667,-97.6545778333333,3,1
KHRO,"Boone Co",36.2615165,-93.154732,1,1
KHRT,"Hurlburt Fld",30.428918,-86.6888015,1,1
KHSA,"Stennis Intl",30.3678085,-89.4546095,1,1
KHSP,"Ingalls Fld",37.9514525,-79.8338885,1,1
KHST,"Homestead Arb",25.488551,-80.3835655,1,1
KHSV,"Huntsville Intl Carl T Jones Fld",34.63741725,-86.77409325,2,4
KHTS,"Tri State Milton J Ferguson Fld",38.36574225,-82.55711825,2,2
KHUF,"Terre Haute Intl Hulman Fld",39.4521838333333,-87.3075853333333,3,1
KHUM,"Houma Terrebonne",29.5666007075,-90.66044222,2,1
KHUT,"Hutchinson Muni",38.0652866666667,-97.8606725,3,1
KHVN,"Tweed New Haven",41.26375625,-72.88654875,2,1
KHWV,"Brookhaven",40.821964,-72.86691125,2,1
KHYA,"Barnstable Muni Boardman Polando Fld",41.66934644,-70.280437495,2,2
KHYI,"San Marcos Muni",29.8928156666667,-97.8626986666667,3,1
KIAB,"Mc Connell Afb",37.6231185,-97.2676275,2,2
KIAD,"Washington Dulles Intl",38.94770746875,-77.460857,4,7
KIAG,"Niagara Falls Intl",43.1064573333333,-78.9448026666667,3,1
KIAH,"Houston George Bush Int",29.9808386971429,-95.3429426992857,7,8
KICT,"Wichita Mid Continent",37.6501818333333,-97.4321731666667,3,3
KIDA,"Idaho Falls Rgnl",43.5146405,-112.06830825,2,1
KIDP,"Independence Muni",37.15873675,-95.7789425,2,1
KILE,"Skylark Fld",31.0858225,-97.6865055,1,1
KILG,"New Castle",39.6784018333333,-75.6069788333333,3,1
KILM,"Wilmington Intl",34.270704,-77.90271375,2,3
KILN,"Airborne Airpark",39.42762425,-83.7915805,2,1
KIMT,"Ford",45.81800375,-88.11493325,2,1
KIND,"Indianapolis Intl",39.7180926666667,-86.292673,3,6
KINL,"Falls Intl",48.566045,-93.40293575,2,1
KINT,"Smith Reynolds",36.13452925,-80.222753,2,1
KIPT,"Williamsport Rgnl",41.242037,-76.92097725,2,1
KISM,"Kissimmee Gateway",28.289863,-81.43711325,2,1
KISN,"Sloulin Fld Intl",48.17745725,-103.64190025,2,1
KISO,"Kinston Rgnl Jetport At Stallings Fld",35.3287633333333,-77.616455,3,1
KISP,"Long Island Mac Arthur",40.795276625,-73.0993635,4,2
KITH,"Ithaca Tompkins Rgnl",42.4912453725,-76.4582800725,2,1
KIWA,"Williams Gateway",33.30740688,-111.655847238333,3,1
KIWD,"Gogebic Iron Co",46.527551,-90.1313445,1,1
KIXD,"New Century Aircenter",38.831225,-94.89002425,2,1
KJAC,"Jackson Hole",43.606096755,-110.735859041667,3,1
KJAN,"Jackson Evers Intl",32.3111775,-90.07589225,2,2
KJAX,"Jacksonville Intl",30.4930375,-81.6882725775,2,3
KJBR,"Jonesboro Muni",35.8310565,-90.6472435,2,1
KJEF,"Jefferson City Mem",38.591123,-92.15658225,2,1
KJFK,"John F Kennedy Intl",40.64623354625,-73.783921194375,8,7
KJHW,"Chautauqua Co Jamestown",42.15352575,-79.257870175,2,1
KJKA,"Jack Edwards",30.289316,-87.67298175,2,1
KJLN,"Joplin Rgnl",37.1510818333333,-94.4979818333333,3,2
KJMS,"Jamestown Rgnl",46.929741,-98.67821825,2,1
KJNX,"Johnston Co",35.540832,-78.3902775,1,1
KJQF,"Concord Rgnl",35.384960415,-80.710841395,2,1
KJST,"John Murtha Johnstown Cambria Co",40.3162133333333,-78.8336985,3,1
KJVL,"Southern Wisconsin Rgnl",42.6202873333333,-89.0409935,3,2
KJVY,"Clark Rgnl",38.36562275,-85.73824925,2,1
KJXN,"Jackson Co Reynolds Fld",42.2595315,-84.459462,2,1
KJYO,"Leesburg Executive",39.077969,-77.557499,1,1
KLAF,"Purdue University Airport",40.41224101,-86.9362491875,2,1
KLAL,"Lakeland Linder Rgnl",27.988795,-82.01780525,2,1
KLAN,"Capital City",42.7790626833333,-84.586389705,3,2
KLAS,"Mc Carran Intl",36.0875797521429,-115.156985561429,7,3
KLAW,"Lawton Fort Sill Rgnl",34.566757,-98.416386,1,1
KLAX,"Los Angeles Intl",33.9413356641667,-118.406162044167,6,8
KLBB,"Lubbock Preston Smith Intl",33.6615568333333,-101.8206835,3,2
KLBE,"Arnold Palmer Rgnl",40.275713285,-79.404278705,2,1
KLBF,"North Platte Regional Airport Lee Bird",41.126371885,-100.685739985,2,1
KLBL,"Liberal Muni",37.04421375,-100.96027375,2,1
KLBT,"Lumberton Muni",34.6104805,-79.0583365,3,1
KLBX,"Brazoria Co",29.10873545,-95.46218632,1,1
KLCH,"Lake Charles Rgnl",30.1267835,-93.22339725,2,1
KLCI,"Laconia Muni",43.573060645,-71.41779903,1,1
KLCK,"Rickenbacker Intl",39.8152135,-82.9239226666667,3,3
KLEB,"Lebanon Muni",43.626009,-72.30422625,2,1
KLEW,"Auburn Lewiston Muni",44.04846525,-70.28325,2,1
KLEX,"Lexington Blue Grass",38.037674,-84.6049475,2,2
KLFI,"Langley Afb",37.0828832,-76.360512995,1,2
KLFK,"Angelina Co",31.2337464,-94.750105625,2,1
KLFT,"Lafayette Rgnl",30.205218,-91.987893,3,2
KLGA,"La Guardia",40.77723592,-73.87260995,2,3
KLGB,"Long Beach/daugherty Field",33.8166772635294,-118.151020780294,17,1
KLGC,"Lagrange Callaway",33.0089435,-85.072643,2,1
KLHM,"Lincoln Rgnl Karl Harder Fld",38.9091625,-121.3513375,1,1
KLIT,"Little Rock Adams Field",34.7294151666667,-92.2254815,3,4
KLMT,"Klamath Falls",42.1582361666667,-121.734543166667,3,1
KLNK,"Lincoln",40.8522658333333,-96.7577695,3,2
KLNS,"Lancaster",40.1219535,-76.2949805,2,1
KLOZ,"London Corbin Arpt Magee Fld",37.0868805,-84.0773945,1,1
KLPR,"Lorain Co Rgnl",41.3442765,-82.1776265,1,1
KLRD,"Laredo Intl",27.5436236666667,-99.461592,3,1
KLRF,"Little Rock Afb",34.91851375,-92.14287375,2,1
KLRU,"Las Cruces Intl",32.2891288333333,-106.921991166667,3,1
KLSE,"La Crosse Muni",43.8787806666667,-91.256424,3,1
KLSF,"Lawson Aaf",32.331782,-84.9871555,1,1
KLSV,"Nellis Afb",36.2361955,-115.0342495,2,1
KLTS,"Altus Afb",34.6706,-99.2662953333333,3,4
KLUF,"Luke Afb",33.534975,-112.383177,2,2
KLUK,"Cincinnati Muni Lunken Fld",39.1036102483333,-84.41906209,3,1
KLVK,"Livermore Muni",37.69317875,-121.820375,2,1
KLVN,"Airlake",44.627858,-93.228097,1,1
KLWB,"Greenbrier Valley",37.858307,-80.399482,1,1
KLWC,"Lawrence Muni",39.01099975,-95.21666175,2,1
KLWM,"Lawrence Muni",42.71733775,-71.123469,2,1
KLWS,"Lewiston Nez Perce Co",46.3748155,-117.015482,2,1
KLYH,"Lynchburg Rgnl Preston Glenn Fld",37.3273267,-79.20014294,2,1
